"methods","samples.theta1","samples.theta2minus1","samples.theta3","samples.theta2"
"Wasserstein",0.650284651778798,5.9083337140667,0.165013426651695,6.5586183658455
"Wasserstein",0.650284651778798,5.9083337140667,0.165013426651695,6.5586183658455
"Wasserstein",0.650284651778798,5.9083337140667,0.165013426651695,6.5586183658455
"Wasserstein",0.912911774230198,4.122155998597,0.210605186912804,5.0350677728272
"Wasserstein",0.904468472318271,4.21958533001012,0.193101048137564,5.1240538023284
"Wasserstein",0.486677593204951,5.89266857762703,0.178264533468501,6.37934617083198
"Wasserstein",0.707658723910498,5.06514591142072,0.203956780585048,5.77280463533122
"Wasserstein",0.0436112757828382,4.92406270318112,0.181427373148929,4.96767397896396
"Wasserstein",0.643527273463233,3.83124464369428,0.162462661969533,4.47477191715751
"Wasserstein",0.643527273463233,3.83124464369428,0.162462661969533,4.47477191715751
"Wasserstein",0.719321452882164,5.75066987720074,0.21820063075947,6.4699913300829
"Wasserstein",0.736318710985379,5.51560994642872,0.22649622384152,6.2519286574141
"Wasserstein",0.525826268806078,4.6027554784208,0.189923694961216,5.12858174722687
"Wasserstein",0.74827252528712,4.87043034480724,0.22214398345275,5.61870287009436
"Wasserstein",0.760534839815029,6.38566026060965,0.193682173892311,7.14619510042468
"Wasserstein",0.760534839815029,6.38566026060965,0.193682173892311,7.14619510042468
"Wasserstein",0.871690224406612,4.23251189333727,0.208524772360867,5.10420211774388
"Wasserstein",0.871690224406612,4.23251189333727,0.208524772360867,5.10420211774388
"Wasserstein",0.631299616939509,5.72018661091775,0.207026326379515,6.35148622785726
"Wasserstein",0.502989510843242,6.13732908667373,0.159954429507184,6.64031859751698
"Wasserstein",0.502989510843242,6.13732908667373,0.159954429507184,6.64031859751698
"Wasserstein",0.69158592628633,4.19597008547547,0.136720037906973,4.8875560117618
"Wasserstein",0.920180532895544,4.64438542180841,0.155945451449436,5.56456595470396
"Wasserstein",0.920180532895544,4.64438542180841,0.155945451449436,5.56456595470396
"Wasserstein",0.83435800537302,5.91637047599203,0.225531386472231,6.75072848136505
"Wasserstein",0.83435800537302,5.91637047599203,0.225531386472231,6.75072848136505
"Wasserstein",0.727434076415457,5.01486947458258,0.141450753942244,5.74230355099804
"Wasserstein",0.727434076415457,5.01486947458258,0.141450753942244,5.74230355099804
"Wasserstein",0.727434076415457,5.01486947458258,0.141450753942244,5.74230355099804
"Wasserstein",0.833901601449017,5.13082556392007,0.22738070567521,5.96472716536909
"Wasserstein",0.502311775597616,4.91604087699814,0.180997671050849,5.41835265259576
"Wasserstein",0.502311775597616,4.91604087699814,0.180997671050849,5.41835265259576
"Wasserstein",0.141760092571326,5.60464123713256,0.219686864052823,5.74640132970388
"Wasserstein",0.141760092571326,5.60464123713256,0.219686864052823,5.74640132970388
"Wasserstein",0.912750460314699,4.99713221552797,0.197192611757697,5.90988267584267
"Wasserstein",0.141760092571326,5.60464123713256,0.219686864052823,5.74640132970388
"Wasserstein",0.45878564511731,4.96852432642029,0.195394586290856,5.4273099715376
"Wasserstein",0.620287022541008,4.98107244914629,0.193706490815867,5.60135947168729
"Wasserstein",0.460973635219203,4.40071574757238,0.2248625819313,4.86168938279158
"Wasserstein",0.540515845820584,5.20428077134154,0.168919568962881,5.74479661716212
"Wasserstein",0.150818487820007,5.79924086447593,0.164897544441735,5.95005935229593
"Wasserstein",0.150818487820007,5.79924086447593,0.164897544441735,5.95005935229593
"Wasserstein",0.566634653125425,4.58305249521389,0.220161720809589,5.14968714833932
"Wasserstein",0.530425616227349,4.55614143658148,0.174398029315917,5.08656705280883
"Wasserstein",0.530425616227349,4.55614143658148,0.174398029315917,5.08656705280883
"Wasserstein",0.787151354147547,4.45726854513579,0.189710303849934,5.24441989928334
"Wasserstein",0.628728041585764,5.41947133247872,0.201040354693513,6.04819937406448
"Wasserstein",0.925634023292717,4.19769807415587,0.166698506811181,5.12333209744858
"Wasserstein",0.394340234620294,4.2122621982321,0.168667491656011,4.60660243285239
"Wasserstein",0.394340234620294,4.2122621982321,0.168667491656011,4.60660243285239
"Wasserstein",0.850713910869044,6.54382678313841,0.169226494071456,7.39454069400745
"Wasserstein",0.908588040880233,5.46466288493584,0.237761124176734,6.37325092581607
"Wasserstein",0.908588040880233,5.46466288493584,0.237761124176734,6.37325092581607
"Wasserstein",0.908588040880233,5.46466288493584,0.237761124176734,6.37325092581607
"Wasserstein",0.890497490587198,3.96662724816749,0.190852576295494,4.85712473875469
"Wasserstein",0.395738678754614,4.31365825119641,0.206249868540842,4.70939692995102
"Wasserstein",0.756405329356991,4.95097517760171,0.183538358213655,5.7073805069587
"Wasserstein",0.358572570979475,6.01905340464901,0.199464996241042,6.37762597562849
"Wasserstein",0.885860062961365,5.68121501366507,0.225631735869077,6.56707507662644
"Wasserstein",0.536324658418471,5.00289740865028,0.219764584543016,5.53922206706875
"Wasserstein",0.942839175096046,4.41252396684395,0.17027502203172,5.35536314194
"Wasserstein",0.451792404532047,4.18985350610651,0.180916132203176,4.64164591063855
"Wasserstein",0.324927476245971,3.99386049436298,0.219039768028029,4.31878797060895
"Wasserstein",0.324927476245971,3.99386049436298,0.219039768028029,4.31878797060895
"Wasserstein",0.324927476245971,3.99386049436298,0.219039768028029,4.31878797060895
"Wasserstein",0.324927476245971,3.99386049436298,0.219039768028029,4.31878797060895
"Wasserstein",0.59844692322052,4.6848292887658,0.191276403279401,5.28327621198632
"Wasserstein",0.324927476245971,3.99386049436298,0.219039768028029,4.31878797060895
"Wasserstein",0.324927476245971,3.99386049436298,0.219039768028029,4.31878797060895
"Wasserstein",0.0103033218272061,5.3511738573037,0.160427364726059,5.36147717913091
"Wasserstein",0.865200733774234,5.14949789460424,0.218228553307655,6.01469862837848
"Wasserstein",0.607672103025228,4.65881342756268,0.191644135906664,5.26648553058791
"Wasserstein",0.730649853775192,3.22787415088575,0.224250648064431,3.95852400466094
"Wasserstein",0.730649853775192,3.22787415088575,0.224250648064431,3.95852400466094
"Wasserstein",0.929827209627856,4.73972079337399,0.198430408809076,5.66954800300184
"Wasserstein",0.906172610333696,3.51930148156734,0.227420484126837,4.42547409190103
"Wasserstein",0.393551677024903,5.04145447572412,0.230373764621128,5.43500615274902
"Wasserstein",0.303104603300814,5.48674083368371,0.230488277942406,5.78984543698452
"Wasserstein",0.393551677024903,5.04145447572412,0.230373764621128,5.43500615274902
"Wasserstein",0.579563945185942,4.77869167143574,0.233858734481343,5.35825561662168
"Wasserstein",0.522904545304995,3.90130290231887,0.199836690734677,4.42420744762386
"Wasserstein",0.713033388738784,4.79377602869731,0.201219090599437,5.50680941743609
"Wasserstein",0.570491932631419,4.79630718344364,0.216629849794065,5.36679911607506
"Wasserstein",0.903357706659018,4.02336269818674,0.184714277152569,4.92672040484575
"Wasserstein",0.570491932631419,4.79630718344364,0.216629849794065,5.36679911607506
"Wasserstein",0.899962872463931,5.69725600969366,0.204676617049731,6.5972188821576
"Wasserstein",0.913333347499273,4.10545540251713,0.205082209380964,5.01878875001641
"Wasserstein",0.673498893329615,6.0145864408336,0.202886551113217,6.68808533416322
"Wasserstein",0.515405231392876,6.51325769933616,0.213567028176346,7.02866293072903
"Wasserstein",0.946778153881229,4.76460523207358,0.204467856647839,5.71138338595481
"Wasserstein",0.515405231392876,6.51325769933616,0.213567028176346,7.02866293072903
"Wasserstein",0.683835041622419,4.67689958151291,0.233940197211915,5.36073462313533
"Wasserstein",0.915273555528296,4.36204071235648,0.215759958493146,5.27731426788478
"Wasserstein",0.736426017318447,4.41325928289786,0.150885930463203,5.14968530021631
"Wasserstein",0.736426017318447,4.41325928289786,0.150885930463203,5.14968530021631
"Wasserstein",0.736426017318447,4.41325928289786,0.150885930463203,5.14968530021631
"Wasserstein",0.621653587935932,5.53770761540433,0.201745583200029,6.15936120334026
"Wasserstein",0.879225264842003,4.36092755720305,0.233187262549753,5.24015282204505
"Wasserstein",0.73889519459768,5.90493403415335,0.231397168231885,6.64382922875103
"Wasserstein",0.923059851386154,4.02083816910508,0.184130164431952,4.94389802049124
"Wasserstein",0.765220236119473,5.27309264656383,0.206906185956192,6.0383128826833
"Wasserstein",0.997752973161902,4.24411426196531,0.173718948461761,5.24186723512721
"Wasserstein",0.301111214330094,5.40721102667881,0.1982860788282,5.70832224100891
"Wasserstein",0.876449553163949,4.21539270207626,0.176276359579732,5.0918422552402
"Wasserstein",0.806849737034717,4.86995259116373,0.239905618017961,5.67680232819844
"Wasserstein",0.460313872535565,5.77479701424106,0.184442936072445,6.23511088677662
"Wasserstein",0.882679122409634,3.99827946793516,0.172628622705557,4.88095859034479
"Wasserstein",0.785221327391178,4.64492315068281,0.194318036725093,5.43014447807399
"Wasserstein",0.918389278492145,4.30309428640575,0.214365809843948,5.2214835648979
"Wasserstein",0.973862847172992,5.13998439654966,0.202669986637467,6.11384724372265
"Wasserstein",0.786334767612439,6.93368774813583,0.193962086173064,7.72002251574827
"Wasserstein",0.482670314031185,6.17263284319512,0.18103349106849,6.6553031572263
"Wasserstein",0.931825623731025,4.28835814977097,0.192902468274348,5.220183773502
"Wasserstein",0.931004857603555,5.33034027249413,0.210951446338,6.26134513009769
"Wasserstein",0.460067851448198,4.99506088865604,0.208595905859426,5.45512874010424
"Wasserstein",0.0110720131028748,5.38404189632359,0.177680134312805,5.39511390942647
"Wasserstein",0.0110720131028748,5.38404189632359,0.177680134312805,5.39511390942647
"Wasserstein",0.588502430772467,4.89033959920259,0.212780357755627,5.47884202997506
"Wasserstein",0.946473791922197,3.99515284423189,0.203129359675584,4.94162663615409
"Wasserstein",0.797311437364394,6.14976758224783,0.203530188262463,6.94707901961223
"Wasserstein",0.521515780864106,4.18413258504965,0.215096273600529,4.70564836591375
"Wasserstein",0.973396426382035,5.17610925258267,0.181460915882156,6.14950567896471
"Wasserstein",0.847899205239731,6.66935469521624,0.165012001729485,7.51725390045597
"Wasserstein",0.340031339705144,4.54070835032037,0.265497774180635,4.88073969002551
"Wasserstein",0.847899205239731,6.66935469521624,0.165012001729485,7.51725390045597
"Wasserstein",0.847899205239731,6.66935469521624,0.165012001729485,7.51725390045597
"Wasserstein",0.78121996939198,4.41644817708189,0.194521480455746,5.19766814647387
"Wasserstein",0.859656161047377,3.81318155567425,0.189957324394257,4.67283771672162
"Wasserstein",0.797353609903418,5.37339523932748,0.176482921477751,6.1707488492309
"Wasserstein",0.687181793415682,4.69854393090031,0.14668017729219,5.38572572431599
"Wasserstein",0.589148914062795,5.57705262857546,0.166672806839393,6.16620154263826
"Wasserstein",0.133910085797347,5.70412900722787,0.164601228940751,5.83803909302522
"Wasserstein",0.133910085797347,5.70412900722787,0.164601228940751,5.83803909302522
"Wasserstein",0.133910085797347,5.70412900722787,0.164601228940751,5.83803909302522
"Wasserstein",0.792242344809289,5.13866362837044,0.183353515971157,5.93090597317973
"Wasserstein",0.928011882083386,4.20475141194481,0.185115908111496,5.1327632940282
"Wasserstein",0.689777094084808,4.0930725745914,0.186748822156272,4.7828496686762
"Wasserstein",0.689777094084808,4.0930725745914,0.186748822156272,4.7828496686762
"Wasserstein",0.47498308873383,4.61549920318322,0.188914563829893,5.09048229191705
"Wasserstein",0.905109041486234,5.19289196831561,0.184584662033368,6.09800100980184
"Wasserstein",0.89482860232953,3.97300529204248,0.174795208309558,4.86783389437201
"Wasserstein",0.754909806889219,4.85131126308941,0.177708663673549,5.60622106997863
"Wasserstein",0.446843617494533,5.26844824378595,0.174107662070952,5.71529186128048
"Wasserstein",0.926727957565623,5.30817165583914,0.158457521268093,6.23489961340477
"Wasserstein",0.222778285042612,5.99612516324454,0.218550536402325,6.21890344828715
"Wasserstein",0.222778285042612,5.99612516324454,0.218550536402325,6.21890344828715
"Wasserstein",0.222778285042612,5.99612516324454,0.218550536402325,6.21890344828715
"Wasserstein",0.222778285042612,5.99612516324454,0.218550536402325,6.21890344828715
"Wasserstein",0.222778285042612,5.99612516324454,0.218550536402325,6.21890344828715
"Wasserstein",0.848505127843395,4.72431729934746,0.150788691695745,5.57282242719086
"Wasserstein",0.844117360904536,5.55178623986515,0.188065792451632,6.39590360076969
"Wasserstein",0.289499527955778,4.75258766170275,0.147000587351361,5.04208718965852
"Wasserstein",0.157018321185407,4.84779374375819,0.183349488431728,5.00481206494359
"Wasserstein",0.492947088096323,4.96153658254709,0.213351233996594,5.45448367064341
"Wasserstein",0.527955357555996,5.22513762228199,0.20438992082699,5.75309297983798
"Wasserstein",0.628785687238591,5.01057039589143,0.188488525474444,5.63935608313002
"Wasserstein",0.597313295871029,4.33142895739775,0.195373178552453,4.92874225326878
"Wasserstein",0.556698011526326,6.27323426915421,0.22211825998637,6.82993228068053
"Wasserstein",0.556698011526326,6.27323426915421,0.22211825998637,6.82993228068053
"Wasserstein",0.509650516493911,4.19533605691458,0.188560833352417,4.70498657340849
"Wasserstein",0.556698011526326,6.27323426915421,0.22211825998637,6.82993228068053
"Wasserstein",0.771494130333813,6.27999478326521,0.238002848385488,7.05148891359902
"Wasserstein",0.556698011526326,6.27323426915421,0.22211825998637,6.82993228068053
"Wasserstein",0.363077475406605,5.77777359269418,0.198666359040308,6.14085106810079
"Wasserstein",0.721689225289203,5.05113730347382,0.19491847122458,5.77282652876302
"Wasserstein",0.363077475406605,5.77777359269418,0.198666359040308,6.14085106810079
"Wasserstein",0.783412969735676,4.29856174699846,0.179661474246487,5.08197471673414
"Wasserstein",0.486961091022941,5.25556500175128,0.228251564055675,5.74252609277422
"Wasserstein",0.604065298829267,4.46245834855075,0.176880359061077,5.06652364738002
"Wasserstein",0.604065298829267,4.46245834855075,0.176880359061077,5.06652364738002
"Wasserstein",0.387436416674271,3.93574748691244,0.218540813342537,4.32318390358671
"Wasserstein",0.539790729491177,4.04511489509137,0.184799623396398,4.58490562458254
"Wasserstein",0.675059241915808,4.67759932312142,0.221945318370571,5.35265856503723
"Wasserstein",0.675059241915808,4.67759932312142,0.221945318370571,5.35265856503723
"Wasserstein",0.675059241915808,4.67759932312142,0.221945318370571,5.35265856503723
"Wasserstein",0.547379000526197,4.22331199329465,0.169995163670258,4.77069099382084
"Wasserstein",0.130599681226076,5.12497810302246,0.198311065477845,5.25557778424854
"Wasserstein",0.790417872325093,5.89117083273782,0.199259487845061,6.68158870506292
"Wasserstein",0.694510971005151,3.98496297356698,0.195179440798307,4.67947394457213
"Wasserstein",0.942165937592776,5.45136318580963,0.202161128721956,6.39352912340241
"Wasserstein",0.942165937592776,5.45136318580963,0.202161128721956,6.39352912340241
"Wasserstein",0.291167625146479,5.08870886826928,0.234886187082776,5.37987649341576
"Wasserstein",0.506087375218398,5.77892597975468,0.196022005311566,6.28501335497308
"Wasserstein",0.629297254287013,3.95402640410098,0.211705111846702,4.58332365838799
"Wasserstein",0.722534713628132,5.48384799642974,0.167887082845515,6.20638271005788
"Wasserstein",0.998692461864254,4.28465074199319,0.175237063363371,5.28334320385744
"Wasserstein",0.715453572480028,5.78576244507778,0.151854678260808,6.50121601755781
"Wasserstein",0.966488648689181,4.92855332656062,0.217569333992753,5.8950419752498
"Wasserstein",0.966488648689181,4.92855332656062,0.217569333992753,5.8950419752498
"Wasserstein",0.725425479329173,4.28098220922197,0.215997186293617,5.00640768855115
"Wasserstein",0.433608608100687,4.8547697040368,0.212145512938478,5.28837831213749
"Wasserstein",0.265333782903622,5.56452645855646,0.176658345973442,5.82986024146008
"Wasserstein",0.872541089291541,3.54730568751717,0.218650542206523,4.41984677680871
"Wasserstein",0.563509878256082,5.61673377189421,0.201420293239176,6.18024365015029
"Wasserstein",0.912342410124716,4.38185767895476,0.208222243921569,5.29420008907947
"Wasserstein",0.243023978462886,5.20656915134829,0.193228539987257,5.44959312981118
"Wasserstein",0.934054345272684,4.3148326300935,0.208549651948611,5.24888697536619
"Wasserstein",0.265526610765902,5.13508823820011,0.191646078540672,5.40061484896601
"Wasserstein",0.777892925553786,4.21911110691918,0.224583490703556,4.99700403247297
"Wasserstein",0.464169234029426,5.06550839238972,0.207886645441314,5.52967762641915
"Wasserstein",0.931059840249866,4.08200436166788,0.169006034910438,5.01306420191774
"Wasserstein",0.931059840249866,4.08200436166788,0.169006034910438,5.01306420191774
"Wasserstein",0.965223031796221,4.13635931109839,0.194469055867444,5.10158234289461
"Wasserstein",0.969610569653964,4.1831766620428,0.1650803977381,5.15278723169676
"Wasserstein",0.521508288553707,5.31668558388819,0.217523460299656,5.8381938724419
"Wasserstein",0.842053333106006,5.16167559230933,0.182174473345043,6.00372892541534
"Wasserstein",0.422687705264181,3.72404769980675,0.18761305241508,4.14673540507093
"Wasserstein",0.585062059026137,4.63524033638686,0.198455757616633,5.220302395413
"Wasserstein",0.850428559933779,4.7926711269413,0.210800040022865,5.64309968687508
"Wasserstein",0.507950398289884,5.03920055792901,0.202679675585669,5.5471509562189
"Wasserstein",0.636638148457439,5.87571646420563,0.18732940204612,6.51235461266307
"Wasserstein",0.7672273707124,5.17601642475906,0.188479591960233,5.94324379547146
"Wasserstein",0.811491574257905,4.50278246247222,0.214220051211932,5.31427403673012
"Wasserstein",0.996798695100712,3.3042582759147,0.181903476421489,4.30105697101541
"Wasserstein",0.597821839157912,5.1132370784896,0.178882582889671,5.71105891764751
"Wasserstein",0.956060125513787,5.19522149293396,0.246025599215114,6.15128161844774
"Wasserstein",0.309503502189103,4.64621308961682,0.221420397885148,4.95571659180592
"Wasserstein",0.309503502189103,4.64621308961682,0.221420397885148,4.95571659180592
"Wasserstein",0.370863492620945,4.05207217518648,0.173120625293139,4.42293566780742
"Wasserstein",0.370863492620945,4.05207217518648,0.173120625293139,4.42293566780742
"Wasserstein",0.81056088864195,4.46074568715167,0.175384874033033,5.27130657579362
"Wasserstein",0.81056088864195,4.46074568715167,0.175384874033033,5.27130657579362
"Wasserstein",0.81056088864195,4.46074568715167,0.175384874033033,5.27130657579362
"Wasserstein",0.406257023454476,3.48368662711889,0.171579508932489,3.88994365057337
"Wasserstein",0.406257023454476,3.48368662711889,0.171579508932489,3.88994365057337
"Wasserstein",0.406257023454476,3.48368662711889,0.171579508932489,3.88994365057337
"Wasserstein",0.754082705864017,5.77661435359274,0.211916926394683,6.53069705945676
"Wasserstein",0.687984893220442,5.15538017852839,0.202054901504086,5.84336507174884
"Wasserstein",0.669576702487084,5.60243764294326,0.20642682704733,6.27201434543035
"Wasserstein",0.731840221361473,2.87571487245513,0.226257821586303,3.6075550938166
"Wasserstein",0.731840221361473,2.87571487245513,0.226257821586303,3.6075550938166
"Wasserstein",0.988796610838806,4.81533915575597,0.215691737460577,5.80413576659478
"Wasserstein",0.473831319626432,4.6440503456601,0.221456169529112,5.11788166528653
"Wasserstein",0.988796610838806,4.81533915575597,0.215691737460577,5.80413576659478
"Wasserstein",0.537189704980991,6.31095176854563,0.217181409354746,6.84814147352662
"Wasserstein",0.8285524024145,4.59766134639789,0.180796466944827,5.42621374881239
"Wasserstein",0.101869445669804,5.04950157384118,0.178498209560732,5.15137101951098
"Wasserstein",0.229598638001618,5.61268344933591,0.234440274322844,5.84228208733753
"Wasserstein",0.229598638001618,5.61268344933591,0.234440274322844,5.84228208733753
"Wasserstein",0.921947513399701,5.00009868460781,0.207231191710751,5.92204619800751
"Wasserstein",0.379698818216621,4.29838599796808,0.175486883644695,4.6780848161847
"Wasserstein",0.243172393162165,5.87191608412533,0.189131903070258,6.11508847728749
"Wasserstein",0.72077167642176,4.285704952301,0.178368304058865,5.00647662872276
"Wasserstein",0.641657661622425,4.49297700252427,0.193263632550737,5.13463466414669
"Wasserstein",0.106410831199026,5.46910616517259,0.178528702751388,5.57551699637162
"Wasserstein",0.90974899518916,5.20387679105464,0.196411844527736,6.1136257862438
"Wasserstein",0.922684682122664,4.48384945718504,0.237428294503936,5.4065341393077
"Wasserstein",0.600967840367425,4.42175392362791,0.164397499269117,5.02272176399533
"Wasserstein",0.796066528055406,5.18166099649643,0.190213855097716,5.97772752455184
"Wasserstein",0.796066528055406,5.18166099649643,0.190213855097716,5.97772752455184
"Wasserstein",0.32066947198374,4.8063779421634,0.187927453311972,5.12704741414714
"Wasserstein",0.32066947198374,4.8063779421634,0.187927453311972,5.12704741414714
"Wasserstein",0.727541212225643,5.54809851650518,0.15938359265637,6.27563972873083
"Wasserstein",0.85628708243793,6.88308009498844,0.182673621292718,7.73936717742637
"Wasserstein",0.85628708243793,6.88308009498844,0.182673621292718,7.73936717742637
"Wasserstein",0.649955291460682,5.62527326090045,0.170619147772944,6.27522855236113
"Wasserstein",0.404386237389838,5.34652479577436,0.234308243781658,5.7509110331642
"Wasserstein",0.394016851111897,5.05238941996304,0.170298378731842,5.44640627107494
"Wasserstein",0.841401713345346,3.94647983095512,0.18557254552525,4.78788154430047
"Wasserstein",0.404386237389838,5.34652479577436,0.234308243781658,5.7509110331642
"Wasserstein",0.805417751585517,4.81878799550041,0.204895723773003,5.62420574708593
"Wasserstein",0.856159223726493,4.11702658657154,0.222962381848182,4.97318581029803
"Wasserstein",0.856159223726493,4.11702658657154,0.222962381848182,4.97318581029803
"Wasserstein",0.49672666768729,4.59927198391041,0.216747112721178,5.0959986515977
"Wasserstein",0.581841605933203,6.10134411529827,0.194084673123367,6.68318572123147
"Wasserstein",0.913322682591963,4.40250713748214,0.201783951124983,5.3158298200741
"Wasserstein",0.773658594639644,4.87686418255124,0.212365651914756,5.65052277719088
"Wasserstein",0.616218971685161,4.59845885001043,0.197672241504987,5.21467782169559
"Wasserstein",0.548068017016832,4.88311464241231,0.187044596893011,5.43118265942914
"Wasserstein",0.848799516083992,4.02799769191663,0.206808099361395,4.87679720800062
"Wasserstein",0.839792713980622,4.86931039182637,0.165813040013945,5.70910310580699
"Wasserstein",0.725809223201147,3.92684448784808,0.209779569827904,4.65265371104923
"Wasserstein",0.367858237740607,5.13475794544499,0.189863594165023,5.5026161831856
"Wasserstein",0.367858237740607,5.13475794544499,0.189863594165023,5.5026161831856
"Wasserstein",0.538242860857329,4.68020748963722,0.224396230244213,5.21845035049455
"Wasserstein",0.538242860857329,4.68020748963722,0.224396230244213,5.21845035049455
"Wasserstein",0.626573760240463,5.03329866241551,0.170829438411095,5.65987242265598
"Wasserstein",0.377130335422855,4.67764289803998,0.207686726064889,5.05477323346284
"Wasserstein",0.68346259481049,5.84230895171909,0.20086569978457,6.52577154652958
"Wasserstein",0.863544585199835,4.54527685161832,0.225722601124278,5.40882143681816
"Wasserstein",0.734267311310694,4.57031941909646,0.180504644856929,5.30458673040716
"Wasserstein",0.642338678682516,5.56773521669885,0.23951128987152,6.21007389538137
"Wasserstein",0.80643775018242,3.82192707524622,0.192521404173438,4.62836482542864
"Wasserstein",0.80643775018242,3.82192707524622,0.192521404173438,4.62836482542864
"Wasserstein",0.806447991882975,4.90329953525972,0.21551946298645,5.70974752714269
"Wasserstein",0.872155252263963,4.83259131782224,0.219644971159606,5.7047465700862
"Wasserstein",0.943402065842059,3.75360516941634,0.179168323167252,4.6970072352584
"Wasserstein",0.22522345101561,4.1440416343878,0.179117709340699,4.36926508540341
"Wasserstein",0.883033564849169,4.90830910327364,0.210003033874478,5.79134266812281
"Wasserstein",0.754020329138002,3.51911947887295,0.18666548333429,4.27313980801095
"Wasserstein",0.804773148054158,4.38578045001266,0.18506133096071,5.19055359806682
"Wasserstein",0.345717333284557,4.79673271012944,0.187117764225013,5.142450043414
"Wasserstein",0.884861078981311,5.43604091174117,0.211065559447686,6.32090199072248
"Wasserstein",0.702594392541878,4.49323053929951,0.246078854872879,5.19582493184139
"Wasserstein",0.702594392541878,4.49323053929951,0.246078854872879,5.19582493184139
"Wasserstein",0.622072718608641,4.22435142978406,0.204887804031428,4.8464241483927
"Wasserstein",0.808651098192999,4.02280313519229,0.225093554469044,4.83145423338529
"Wasserstein",0.808651098192999,4.02280313519229,0.225093554469044,4.83145423338529
"Wasserstein",0.942416441173135,5.6358052527661,0.193237324391335,6.57822169393924
"Wasserstein",0.938389313691576,4.61373835623193,0.197309012520126,5.55212766992351
"Wasserstein",0.562184508909535,5.1176241658511,0.185030328691095,5.67980867476064
"Wasserstein",0.601044124128525,5.56506278662416,0.188067080753736,6.16610691075268
"Wasserstein",0.836043319701614,5.00278203314946,0.228552063125559,5.83882535285108
"Wasserstein",0.517543880596532,5.37022972227107,0.246785140641078,5.8877736028676
"Wasserstein",0.517543880596532,5.37022972227107,0.246785140641078,5.8877736028676
"Wasserstein",0.517543880596532,5.37022972227107,0.246785140641078,5.8877736028676
"Wasserstein",0.941469725080393,5.20505843097693,0.233241676689662,6.14652815605732
"Wasserstein",0.941469725080393,5.20505843097693,0.233241676689662,6.14652815605732
"Wasserstein",0.520489557951294,4.73579405582916,0.208318853596923,5.25628361378045
"Wasserstein",0.64313599747601,4.50230532175548,0.1838329711029,5.14544131923149
"Wasserstein",0.948220343019981,4.34277474936446,0.181937354369918,5.29099509238444
"Wasserstein",0.328156065268561,4.14150692852889,0.217210202473048,4.46966299379745
"Wasserstein",0.966027024797444,3.37891543449771,0.184370367171222,4.34494245929515
"Wasserstein",0.432470238097767,3.66254629257484,0.222553429595849,4.09501653067261
"Wasserstein",0.51339354187508,5.5654948394771,0.165733929042048,6.07888838135218
"Wasserstein",0.945168870587348,4.47740614519603,0.201607442036929,5.42257501578338
"Wasserstein",0.423368799285321,3.82656600781132,0.200021375187625,4.24993480709664
"Wasserstein",0.423368799285321,3.82656600781132,0.200021375187625,4.24993480709664
"Wasserstein",0.423368799285321,3.82656600781132,0.200021375187625,4.24993480709664
"Wasserstein",0.423368799285321,3.82656600781132,0.200021375187625,4.24993480709664
"Wasserstein",0.423368799285321,3.82656600781132,0.200021375187625,4.24993480709664
"Wasserstein",0.423368799285321,3.82656600781132,0.200021375187625,4.24993480709664
"Wasserstein",0.423368799285321,3.82656600781132,0.200021375187625,4.24993480709664
"Wasserstein",0.423368799285321,3.82656600781132,0.200021375187625,4.24993480709664
"Wasserstein",0.423368799285321,3.82656600781132,0.200021375187625,4.24993480709664
"Wasserstein",0.971973571054144,4.65926116875901,0.223343216611621,5.63123473981316
"Wasserstein",0.423368799285321,3.82656600781132,0.200021375187625,4.24993480709664
"Wasserstein",0.423368799285321,3.82656600781132,0.200021375187625,4.24993480709664
"Wasserstein",0.806151989503007,4.55312450189461,0.210051259264579,5.35927649139762
"Wasserstein",0.632143336523287,4.63598477650639,0.192322688590806,5.26812811302967
"Wasserstein",0.687095028129147,4.0203839614444,0.19478372391317,4.70747898957355
"Wasserstein",0.687095028129147,4.0203839614444,0.19478372391317,4.70747898957355
"Wasserstein",0.619168802172044,5.2979884803419,0.222410204793718,5.91715728251394
"Wasserstein",0.12062637541932,5.38141057974817,0.173595600059242,5.50203695516749
"Wasserstein",0.622177692562587,4.93641866855855,0.19313909052485,5.55859636112114
"Wasserstein",0.564098131199744,5.39160511747072,0.236022702536201,5.95570324867046
"Wasserstein",0.564098131199744,5.39160511747072,0.236022702536201,5.95570324867046
"Wasserstein",0.667959507362971,5.02217639108317,0.171178517739144,5.69013589844615
"Wasserstein",0.74786425922999,4.67378098543072,0.196749549784872,5.42164524466071
"Wasserstein",0.74786425922999,4.67378098543072,0.196749549784872,5.42164524466071
"Wasserstein",0.458643329476359,5.64697539791939,0.164343274268907,6.10561872739575
"Wasserstein",0.878185111610497,3.96874014949945,0.200628257252349,4.84692526110995
"Wasserstein",0.78914505836313,4.44359611699053,0.172969878595343,5.23274117535366
"Wasserstein",0.458643329476359,5.64697539791939,0.164343274268907,6.10561872739575
"Wasserstein",0.458643329476359,5.64697539791939,0.164343274268907,6.10561872739575
"Wasserstein",0.863012069946569,3.34018152349064,0.156829295293327,4.20319359343721
"Wasserstein",0.863012069946569,3.34018152349064,0.156829295293327,4.20319359343721
"Wasserstein",0.863012069946569,3.34018152349064,0.156829295293327,4.20319359343721
"Wasserstein",0.863012069946569,3.34018152349064,0.156829295293327,4.20319359343721
